ID,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
CL00009169,Apr,1,Sunday,Chevrolet,Urban,Friday,Apr,2,Male,Married,41,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11216,1,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00000201,Jul,4,Monday,VW,Urban,Wednesday,Aug,1,Female,Divorced,38,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,0,14926,10,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00011530,May,5,Tuesday,Mazda,Urban,Monday,Jun,1,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2317,16,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00014327,Dec,2,Tuesday,Toyota,Rural,Monday,Dec,3,Male,Single,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3573,12,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
CL00008754,Aug,4,Tuesday,Honda,Urban,Thursday,Aug,4,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10106,14,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00008039,Feb,3,Sunday,Pontiac,Urban,Thursday,Feb,4,Female,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8810,6,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
CL00008605,Jan,4,Thursday,Mazda,Urban,Wednesday,Feb,1,Female,Single,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,882,9,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
CL00014965,Mar,2,Sunday,Pontiac,Urban,Tuesday,Mar,3,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5785,2,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00010046,Sep,4,Monday,Honda,Urban,Thursday,Oct,1,Male,Single,30,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,6668,3,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00000984,Feb,3,Friday,Ford,Urban,Thursday,Mar,1,Male,Married,67,Policy Holder,Utility - All Perils,Utility,more than 69000,0,1795,11,400,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
CL00012777,Nov,3,Tuesday,Pontiac,Urban,Tuesday,Nov,3,Male,Married,41,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,671,12,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
CL00004909,Dec,2,Friday,Pontiac,Urban,Thursday,Dec,3,Female,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,2494,3,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00007520,Jun,4,Thursday,Honda,Urban,Friday,Jun,4,Male,Married,52,Policy Holder,Sedan - Liability,Sport,more than 69000,0,1050,5,400,3,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
CL00009802,Aug,2,Tuesday,Mazda,Urban,Wednesday,Aug,2,Male,Married,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11833,11,500,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,1996,Liability
CL00006104,Sep,3,Tuesday,Toyota,Urban,Tuesday,Sep,3,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9840,15,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00007895,Feb,2,Wednesday,Honda,Urban,Friday,Feb,2,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,14750,7,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability
CL00003735,May,3,Wednesday,Chevrolet,Urban,Wednesday,May,3,Male,Married,77,Third Party,Sedan - Liability,Sport,30000 to 39000,0,11566,5,400,2,more than 30,more than 30,none,6 years,over 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability
CL00008088,Aug,3,Saturday,Mazda,Rural,Monday,Aug,4,Female,Married,32,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,2281,7,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00005842,Mar,4,Wednesday,Chevrolet,Urban,Thursday,Mar,4,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,1171,6,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00012848,Feb,3,Wednesday,Chevrolet,Urban,Monday,Feb,3,Male,Married,54,Policy Holder,Utility - All Perils,Utility,more than 69000,0,10332,16,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00013463,Jul,2,Tuesday,Dodge,Urban,Friday,Jul,4,Male,Married,38,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,7814,2,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
CL00004678,Sep,2,Friday,Mazda,Urban,Monday,Sep,4,Male,Married,31,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,6245,14,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00003916,Sep,4,Monday,Chevrolet,Urban,Wednesday,Sep,4,Male,Married,60,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,345,5,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
CL00001466,Oct,4,Friday,Pontiac,Urban,Wednesday,Nov,1,Male,Single,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2606,1,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00008386,Jul,3,Monday,Mazda,Urban,Tuesday,Jul,3,Male,Married,48,Third Party,Sedan - All Perils,Sedan,less than 20000,0,9005,9,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00004226,Feb,3,Friday,Saturn,Urban,Thursday,Feb,4,Male,Married,46,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,10170,9,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,Internal,3 to 5,no change,1 vehicle,1995,Collision
CL00012322,Jan,4,Tuesday,Pontiac,Urban,Wednesday,Feb,1,Male,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10478,6,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00012333,Dec,2,Monday,Toyota,Urban,Monday,Dec,2,Male,Single,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6049,10,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1994,Liability
CL00009313,Jun,3,Monday,Mazda,Urban,Tuesday,Jun,3,Female,Single,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6174,8,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00012883,Jul,4,Tuesday,Honda,Rural,Wednesday,Aug,1,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7152,5,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
CL00012860,Apr,1,Sunday,VW,Urban,Tuesday,May,2,Male,Married,64,Third Party,Sedan - All Perils,Sedan,more than 69000,0,10621,10,400,2,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00001697,Jan,4,Monday,Pontiac,Urban,Wednesday,Feb,1,Male,Married,38,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,12079,5,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
CL00006863,Oct,3,Friday,Honda,Urban,Monday,Oct,4,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7316,10,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00014326,Jun,5,Thursday,Pontiac,Urban,Tuesday,Jul,1,Female,Single,23,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5038,14,400,2,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision
CL00012076,Jan,1,Thursday,Honda,Urban,Tuesday,Jan,4,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,9107,5,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00003514,Jan,4,Monday,Honda,Urban,Monday,Jan,4,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11764,4,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
CL00001603,Aug,1,Thursday,Mazda,Urban,Thursday,Aug,1,Male,Single,48,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3319,10,400,3,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1994,Liability
CL00006463,Jan,4,Monday,Toyota,Urban,Tuesday,Jan,5,Male,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6799,13,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
CL00000274,Mar,2,Sunday,Toyota,Urban,Tuesday,Mar,5,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6096,14,400,1,more than 30,more than 30,none,7 years,36 to 40,Yes,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00006288,Aug,3,Monday,Toyota,Urban,Thursday,Aug,3,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,15189,9,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00014871,Sep,5,Friday,Pontiac,Urban,Wednesday,Oct,1,Male,Married,53,Policy Holder,Utility - All Perils,Utility,more than 69000,0,13595,13,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00002686,Mar,5,Tuesday,Toyota,Urban,Wednesday,Apr,1,Female,Single,29,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,7610,4,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00011419,Feb,4,Monday,Chevrolet,Urban,Tuesday,Feb,4,Female,Married,51,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,1922,1,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00015379,Nov,4,Thursday,Pontiac,Urban,Tuesday,Nov,5,Male,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8333,5,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00004347,Mar,5,Wednesday,Toyota,Urban,Thursday,Nov,3,Female,Married,36,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,8414,1,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00015123,Jul,4,Thursday,Pontiac,Urban,Thursday,Jul,4,Male,Married,23,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11665,2,400,4,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00009024,Sep,2,Saturday,Pontiac,Rural,Saturday,Sep,3,Male,Single,31,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,6269,8,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00010491,Jun,1,Saturday,Mercury,Urban,Monday,Jun,2,Male,Single,18,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6264,11,400,1,more than 30,more than 30,none,2 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00015293,Dec,4,Friday,Accura,Urban,Friday,Dec,4,Male,Married,62,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,13107,6,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
CL00000207,Feb,2,Tuesday,Pontiac,Urban,Thursday,Feb,2,Female,Divorced,27,Policy Holder,Sedan - Liability,Sport,more than 69000,0,8499,10,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00010583,Jan,1,Wednesday,Pontiac,Urban,Wednesday,Jan,1,Male,Single,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5225,4,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
CL00001412,Oct,3,Friday,Ford,Urban,Friday,Oct,4,Male,Single,24,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,7784,7,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00014441,Jan,4,Thursday,Pontiac,Rural,Monday,Jan,5,Male,Married,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2543,11,700,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,3 to 4,1994,Liability
CL00005802,Aug,1,Friday,Mazda,Urban,Friday,Aug,2,Male,Married,54,Third Party,Sedan - Liability,Sport,20000 to 29000,0,4763,16,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
CL00007815,Oct,4,Friday,Pontiac,Urban,Friday,Oct,5,Male,Married,34,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,1136,11,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
CL00003066,Sep,2,Tuesday,Mercury,Urban,Tuesday,Sep,2,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3031,2,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00004013,Jul,1,Tuesday,Honda,Urban,Wednesday,Jul,1,Male,Single,62,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,2993,9,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability
CL00000948,Oct,1,Monday,Mazda,Urban,Monday,Oct,1,Male,Married,35,Policy Holder,Sedan - Liability,Sport,more than 69000,0,3321,16,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00001605,Jun,4,Wednesday,Pontiac,Urban,Wednesday,Jul,4,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,789,3,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00006180,Sep,4,Friday,Mazda,Urban,Friday,Oct,3,Male,Married,33,Third Party,Sedan - Liability,Sport,30000 to 39000,0,9626,3,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
CL00005664,Sep,5,Friday,Pontiac,Urban,Monday,Oct,2,Male,Single,31,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,6779,2,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00002208,Jan,5,Friday,Mercury,Urban,Thursday,Feb,1,Male,Married,30,Policy Holder,Utility - All Perils,Utility,30000 to 39000,0,11842,8,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00006435,Mar,2,Wednesday,Toyota,Rural,Wednesday,Mar,2,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6575,16,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00008367,Jul,2,Wednesday,Toyota,Urban,Wednesday,Nov,2,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6497,9,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1995,Collision
CL00008670,Sep,1,Sunday,Pontiac,Urban,Tuesday,Sep,2,Male,Single,21,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,6149,16,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,Collision
CL00005867,Jun,4,Saturday,Pontiac,Urban,Friday,Jul,3,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,487,6,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00011588,Nov,3,Monday,Chevrolet,Rural,Wednesday,Nov,4,Male,Single,25,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5995,14,400,1,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Liability
CL00010054,May,2,Saturday,Honda,Urban,Thursday,May,3,Male,Married,40,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12194,2,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,Internal,none,no change,1 vehicle,1996,Collision
CL00000575,Jun,4,Saturday,Honda,Urban,Tuesday,Jul,1,Male,Married,44,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,803,2,400,4,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00010288,Jun,3,Tuesday,Toyota,Rural,Wednesday,Jun,4,Male,Married,28,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,433,7,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00010098,Jan,2,Thursday,Ford,Urban,Thursday,Jan,4,Male,Married,49,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,530,16,400,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
CL00005237,Dec,4,Wednesday,Honda,Urban,Wednesday,Dec,4,Male,Single,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9991,1,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
CL00002826,Jan,4,Sunday,Chevrolet,Rural,Monday,Jan,4,Male,Married,27,Third Party,Sedan - Liability,Sport,30000 to 39000,0,129,9,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,Yes,External,none,no change,1 vehicle,1994,Liability
CL00012395,Mar,1,Sunday,Mazda,Urban,Wednesday,Mar,2,Male,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12548,9,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability
CL00008434,Jun,1,Friday,Toyota,Urban,Monday,Jun,1,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,4768,2,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1994,Collision
CL00000223,Feb,3,Saturday,Mazda,Urban,Friday,Feb,4,Male,Married,45,Third Party,Sedan - Liability,Sport,20000 to 29000,0,3626,1,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,Internal,1 to 2,no change,1 vehicle,1994,Liability
CL00010584,Jan,3,Friday,Mazda,Urban,Tuesday,Jan,5,Female,Single,37,Third Party,Sedan - All Perils,Sedan,more than 69000,0,6722,3,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,Yes,No,External,none,no change,1 vehicle,1995,All Perils
CL00007389,Jan,5,Monday,Mazda,Urban,Wednesday,Feb,1,Male,Married,48,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9748,12,400,4,more than 30,more than 30,more than 4,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00006124,May,4,Tuesday,Pontiac,Urban,Tuesday,May,5,Male,Married,34,Third Party,Sedan - All Perils,Sedan,less than 20000,0,3938,3,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00010075,Feb,5,Tuesday,Mazda,Urban,Wednesday,Mar,1,Female,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6818,3,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00009059,Jun,1,Tuesday,Mazda,Urban,Monday,Jun,2,Male,Married,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13525,9,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,All Perils
CL00012441,Jul,1,Thursday,Chevrolet,Urban,Monday,Jul,2,Female,Married,45,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,7195,7,400,3,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00013755,Nov,1,Sunday,Pontiac,Urban,Wednesday,Nov,3,Male,Married,65,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10993,1,400,3,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability
